TypeDictionary_BinarySchema_ExcitationVoltageStructure,6201,Variable
TypeDictionary_XmlSchema_ExcitationVoltageStructure,6202,Variable
TypeDictionary_BinarySchema_PeriodicalSignalStructure,6203,Variable
TypeDictionary_XmlSchema_PeriodicalSignalStructure,6204,Variable
TypeDictionary_BinarySchema_ShuntStructure,6205,Variable
TypeDictionary_XmlSchema_ShuntStructure,6206,Variable
TypeDictionary_BinarySchema_VoltageSensorStructure,6207,Variable
TypeDictionary_XmlSchema_VoltageSensorStructure,6208,Variable
TypeDictionary_BinarySchema_PotentiometerSensorStructure,6209,Variable
TypeDictionary_XmlSchema_PotentiometerSensorStructure,6210,Variable
TypeDictionary_BinarySchema_IEPESensorStructure,6211,Variable
TypeDictionary_XmlSchema_IEPESensorStructure,6212,Variable
TypeDictionary_BinarySchema_FullBridgeSensorStructure,6213,Variable
TypeDictionary_XmlSchema_FullBridgeSensorStructure,6214,Variable
TypeDictionary_BinarySchema_HalfBridgeSensorStructure,6215,Variable
TypeDictionary_XmlSchema_HalfBridgeSensorStructure,6216,Variable
TypeDictionary_BinarySchema_QuarterBridgeSensorStructure,6217,Variable
TypeDictionary_XmlSchema_QuarterBridgeSensorStructure,6218,Variable
TypeDictionary_BinarySchema_GaugeScalingStructure,6219,Variable
